Date,Time,SerialNum,AssyHWRev,TestSWRev,ConfigFileName,Operator,TestType,StationID,TestNum,TestDesc,PassFail,ResData,ResValue,ResMin,ResMax,ResUnit,SetName0,SetValue0,SetUnit0,SetName1,SetValue1,SetUnit1,SetName2,SetValue2,SetUnit2,SetName3,SetValue3,SetUnit3,SetName4,SetValue4,SetUnit4,SetName5,SetValue5,SetUnit5,SetName6,SetValue6,SetUnit6,SetName7,SetValue7,SetUnit7,SetName8,SetValue8,SetUnit8,SetName9,SetValue9,SetUnit9,SetName10,SetValue10,SetUnit10,SetName11,SetValue11,SetUnit11,SetName12,SetValue12,SetUnit12,SetName13,SetValue13,SetUnit13,SetName14,SetValue14,SetUnit14,SetName15,SetValue15,SetUnit15,SetName16,SetValue16,SetUnit16,SetName17,SetValue17,SetUnit17,SetName18,SetValue18,SetUnit18,SetName19,SetValue19,SetUnit19,SetName20,SetValue20,SetUnit20,SetName21,SetValue21,SetUnit21,SetName22,SetValue22,SetUnit22,SetName23,SetValue23,SetUnit23,SetName24,SetValue24,SetUnit24,SetName25,SetValue25,SetUnit25,SetName26,SetValue26,SetUnit26,SetName27,SetValue27,SetUnit27,SetName28,SetValue28,SetUnit28,SetName29,SetValue29,SetUnit29,SetName30,SetValue30,SetUnit30,SetName31,SetValue31,SetUnit31,SetName32,SetValue32,SetUnit32,SetName33,SetValue33,SetUnit33,SetName34,SetValue34,SetUnit34,SetName35,SetValue35,SetUnit35,SetName36,SetValue36,SetUnit36,SetName37,SetValue37,SetUnit37,SetName38,SetValue38,SetUnit38,SetName39,SetValue39,SetUnit39,SetName40,SetValue40,SetUnit40,SetName41,SetValue41,SetUnit41,SetName42,SetValue42,SetUnit42,SetName43,SetValue43,SetUnit43,SetName44,SetValue44,SetUnit44,SetName45,SetValue45,SetUnit45,SetName46,SetValue46,SetUnit46,SetName47,SetValue47,SetUnit47,SetName48,SetValue48,SetUnit48,SetName49,SetValue49,SetUnit49
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3053,Signal Generator Information,P,N,N5181A/MY50140045,,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3054,Power Meter Information,P,N,E4419B/GB41293889,,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3055,Power Sensor Information,P,N,E4412A/US38486090,,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3056,Spectrum Analyzer Information,P,N,E4440A/MY46187704,,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3061,OS Version,P,N,11.4.7W,11.4.7W,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3062,Scpi App Version,P,N,1.31.0,1.8.1,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3063,USB Driver Version,P,N,138.1.16.140912,138.1.15.130222,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3064,PCIE Driver Version,P,N,1.0.0.4099,1.0.0.3399,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3068,BP FPGA Version,P,N,00000000,00000000,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3069,MODULE FPGA Version,P,N,061617A0,00000000,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3070,MAC Address,P,N,60:A4:4C:3F:1F:EC,,,string,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3050,Ambient Temperature,P,N,26.02,10,40,degrees,TestResultTime,9:42:38 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3051,Ambient Humidity,P,N,53.71,10,80,%,TestResultTime,9:42:38 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3202,Front Panel LED Red,P,N,1,,,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3203,Front Panel LED Off,P,N,1,,,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3201,Front Panel LED Orange,P,N,1,,,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3200,Front Panel LED Green,P,N,1,,,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3205,Front Panel Duration,P,N,0.353,,,mins,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3181,EVM Average IQ Offset,P,N,0,-9.9E+36,9.9E+37,dB,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:05 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3182,EVM Average Frequency Offset,P,N,0,-9.9E+36,9.9E+37,Hz,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:05 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3183,EVM Average Data EVM,P,N,-41.744,-9.9E+36,9.9E+37,%,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:05 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3184,EVM Peak Data EVM,P,N,0,-9.9E+36,9.9E+37,%,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:05 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3185,EVM Average Reference Signal EVM,P,N,0,-9.9E+36,9.9E+37,%,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:05 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3186,EVM Peak Reference Signal EVM,P,N,0,-9.9E+36,9.9E+37,%,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:05 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3187,EVM Amplitude Imbalance,P,N,-0.02,-9.9E+36,9.9E+37,dB,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:05 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3180,Powerup EVM,P,N,,,,,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,7,string,TestResultCount,1,string,TestResultTime,9:43:01 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3181,EVM Average IQ Offset,P,N,0,-9.9E+36,9.9E+37,dB,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,8,string,TestResultCount,2,string,TestResultTime,9:43:09 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
02/10/2023,09:42:32,IQXL02684,1.2.0,v1.9.22,1055-IQM8B_New.cfg,LP,IQXFinalPlus-MDFA,LPSZB,3182,EVM Average Frequency Offset,P,N,0,-9.9E+36,9.9E+37,Hz,SAMPLE_RATE,160,MHz,FREQ,2472,MHz,VSA_POW,0,dBm,SET_POW,-30,dBm,CAPTURE_TIME_MS,20,ms,Number_Capture_Loops,20,,RouteNumber,8,string,TestResultCount,2,string,TestResultTime,9:43:09 AM,string,ModuleNumber,1,string,ModuleSerialNumber,MDFA00073,,ModuleInstanceNumber,1,,
